id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,
28907,Garden Studio In The Upper East Sid,124352,Lisa,Manhattan,Upper East Side,40.778,-73.94822,Entire home/apt,150,5,21,15/08/2017,0.19,1,189,
29012,Secluded Master Bedroom In Beautiful Huge Apt,124797,Fernando And Lenin,Manhattan,Washington Heights,40.85879,-73.93128,Private room,85,15,36,17/08/2017,0.33,1,307,
29013,B & B Room 1,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9547,Private room,70,3,63,14/05/2019,0.58,2,310,
29455,Accommodations Galore #1,126607,Laurine,Manhattan,Harlem,40.81618,-73.94894,Entire home/apt,120,3,155,20/06/2019,1.42,3,213,
29628,Sunny Room In New Condo,127608,Chris,Brooklyn,Clinton Hill,40.68414,-73.96351,Private room,89,3,260,03/07/2019,2.35,1,278,
29683,Stylish & Sleek Apartment Near Soho!,125857,Uli,Manhattan,East Village,40.72392,-73.99143,Entire home/apt,185,5,73,25/06/2019,0.66,1,209,
30031,Nyc Artistsâ€™ Loft With Roof Deck,129352,Sol,Brooklyn,Greenpoint,40.73494,-73.9503,Private room,50,3,193,20/05/2019,1.86,1,0,
30927,Unique & Charming Small 1Br Apt. Les,120335,Cs,Manhattan,Lower East Side,40.71341,-73.98856,Entire home/apt,105,3,32,14/06/2019,0.29,1,16,
31130,Most Central Location!,117287,Lara,Manhattan,Hell's Kitchen,40.76754,-73.98399,Private room,130,2,50,26/05/2019,0.45,3,234,
31555,Luminous Beautiful West Village Studio,135619,Tom,Manhattan,West Village,40.73442,-74.00303,Entire home/apt,115,29,26,01/07/2019,0.25,1,12,
31902,Sanctuary In East Flatbush,137292,Sunder,Brooklyn,Flatlands,40.63188,-73.93248,Private room,77,2,2,01/01/2019,0.02,1,178,
31994,Room With En Suite Bathroom & Deck,137814,Waldemar,Brooklyn,Clinton Hill,40.6873,-73.9634,Private room,76,2,426,24/06/2019,3.89,3,275,
32023,Flat Macdonough,137974,Khem,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662,Entire home/apt,125,3,227,23/06/2019,2.09,2,163,
32037,Huge Private  Floor At The Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.6863,-73.96765,Private room,135,4,84,01/07/2019,0.77,3,365,
32100,"Modern Greenpoint, Brooklyn Apt",138579,Ali+Scott,Brooklyn,Greenpoint,40.73409,-73.95348,Entire home/apt,250,29,3,30/07/2017,0.03,1,34,
32289,"Sun-Drenched, Artsy Modernist 1 Bdrm Duplex",139612,Elisabeth,Brooklyn,Williamsburg,40.71561,-73.94835,Entire home/apt,199,3,10,11/06/2018,0.1,1,280,
32331,"Sunny, Cobble Hill Apartment",139874,Sarah,Brooklyn,Cobble Hill,40.6857,-73.99183,Entire home/apt,140,2,4,24/04/2016,0.04,1,0,
32363,Fully Furnished Basement Apartment,140025,Fredah,Queens,Flushing,40.74028,-73.83168,Private room,140,2,1,19/09/2011,0.01,1,1,
32965,Flat Macdonough Garden,137974,Khem,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524,Entire home/apt,115,3,124,20/06/2019,1.72,2,170,
32969,Light Filled Williamsburg Apartment,142833,Katherine,Brooklyn,Williamsburg,40.71596,-73.93938,Entire home/apt,160,3,11,02/07/2019,0.11,1,188,
33009,Retreat In Williamsburg,143027,Ming,Brooklyn,Williamsburg,40.71492,-73.95935,Entire home/apt,195,4,240,17/06/2019,2.19,1,214,
33014,Nyc Zen,143048,Paula,Manhattan,East Village,40.72354,-73.98295,Entire home/apt,195,3,30,17/06/2019,0.28,1,248,
33223,Cozy Br In Wiliamsburg 3 Bedroom,72014,LulÃº,Brooklyn,Williamsburg,40.71165,-73.96087,Private room,80,3,200,22/06/2019,1.86,4,262,
34760,Sunny Room In Old Historical Brooklyn Townhouse,149929,Obed,Brooklyn,Fort Greene,40.69101,-73.97312,Private room,44,8,27,29/06/2019,1.05,5,280,
35526,Sun Filled Classic West Village Apt,120291,Karen,Manhattan,West Village,40.73474,-74.00101,Private room,156,4,79,22/06/2019,0.74,1,307,
36121,Lg Rm In Historic Prospect Heights,62165,Michael,Brooklyn,Prospect Heights,40.67386,-73.96641,Private room,85,15,9,10/05/2013,0.09,1,339,
36133,Classic Artist Loft Williamsburg,142684,White,Brooklyn,Williamsburg,40.71536,-73.96057,Private room,125,3,155,13/06/2019,1.61,1,1,
36442,Great Location. Spacious On Prospect Park,137432,Paz,Brooklyn,Prospect Heights,40.6741,-73.96595,Entire home/apt,115,15,4,27/08/2018,0.05,1,269,
36647,Private Bdrm/Bathrm. New! Elevator!,157798,Irene,Manhattan,East Harlem,40.79295,-73.93997,Private room,69,2,34,29/05/2017,0.32,1,10,
36703,"Sunny, Clean 1 Bdrm In W. Village",158284,Karene,Manhattan,West Village,40.73226,-74.00401,Entire home/apt,225,45,134,31/03/2019,1.24,1,312,
36934,Great Location In Williamsburg,159370,Viviana,Brooklyn,Williamsburg,40.71363,-73.96398,Entire home/apt,125,6,27,27/12/2018,0.25,1,189,
38638,Light And Airy Upper East Side 1 Bdr Apartment,92788,Sara,Manhattan,Upper East Side,40.77711,-73.9527,Entire home/apt,219,4,126,26/06/2019,1.16,2,290,
38663,Luxury Brownstone In Boerum Hill,165789,Sarah,Brooklyn,Boerum Hill,40.68559,-73.98094,Entire home/apt,475,3,23,31/12/2018,0.27,1,230,
39267,Central Park Loft All For You,168417,Marie,Manhattan,Upper East Side,40.77456,-73.95323,Entire home/apt,99,1,234,08/06/2019,2.6,2,164,
39282,Indie-Chic Share In Williamsburg,168525,Gus,Brooklyn,Williamsburg,40.71088,-73.95055,Private room,69,4,202,28/05/2019,1.86,2,53,
39593,"A Room W/ A Manhattan View, Longer Stay",110506,Myung,Queens,Sunnyside,40.74559,-73.92313,Private room,79,30,28,12/04/2019,0.26,1,126,
39704,"Private, Large & Sunny 1Br W/W&D",170510,RenÃ©e,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659,Entire home/apt,135,2,309,22/06/2019,2.86,2,3,
40039,Luxurious Condo In Dubmo With View,171851,Henry,Brooklyn,DUMBO,40.70207,-73.98571,Private room,250,3,14,25/04/2011,0.13,1,189,
40453,Charming & Cozy Midtown Loft Any Week Ends  !!!,174025,Sylvia,Manhattan,Upper East Side,40.76123,-73.9642,Entire home/apt,250,3,4,23/09/2016,0.08,1,365,
41348,* Spacious Garden Park Slope Duplex* 6 People Max,180083,Syl,Brooklyn,Gowanus,40.66858,-73.99083,Entire home/apt,250,2,80,06/07/2019,2.17,1,0,
41513,Convenient Cozy Cheap Apt Manhattan,181167,Lorenzo,Manhattan,Harlem,40.82704,-73.94907,Entire home/apt,80,3,2,02/11/2015,0.04,1,0,
42580,Parlor Room In Victorian Townhouse,137814,Waldemar,Brooklyn,Clinton Hill,40.68843,-73.96408,Private room,70,2,294,24/06/2019,3.47,3,336,
42729,House On Henry (2Nd Flr Suite),11481,Annette,Brooklyn,Carroll Gardens,40.6783,-74.00135,Entire home/apt,165,2,150,18/06/2019,1.4,3,342,
42882,New York Room With A View,185978,Newyorkroomwithaview,Staten Island,St. George,40.64524,-74.08088,Private room,70,2,166,13/06/2019,1.66,1,312,
43957,Sunny Cozy Room In Brklyn Townhouse,177536,Tessa,Brooklyn,Bushwick,40.70641,-73.91765,Private room,50,2,47,19/06/2019,0.94,1,37,
44096,Room With A View,190409,Waundell,Bronx,Highbridge,40.83232,-73.93184,Private room,40,1,219,04/07/2019,2.04,3,353,
44161,Light+Open+Airy+Rustic+Modern Loft,193360,Young,Brooklyn,Williamsburg,40.71045,-73.9677,Entire home/apt,150,2,193,06/07/2016,1.78,1,177,
44212,West Inn 2 - East Village,72062,Bruce,Manhattan,East Village,40.72518,-73.98034,Private room,125,1,84,23/06/2019,0.78,4,310,
44221,Financial District Luxury Loft,193722,Coral,Manhattan,Financial District,40.70666,-74.01374,Entire home/apt,196,3,114,20/06/2019,1.06,1,0,
44229,Brooklyn Victorian Style Suite.....,181376,Carol,Brooklyn,Fort Greene,40.69098,-73.97113,Private room,110,2,213,24/06/2019,2,2,321,
44288,Your Own Lovely West Village Studio,193637,Sara,Manhattan,West Village,40.73756,-74.00405,Entire home/apt,170,3,86,01/06/2019,0.8,1,246,
44506,Accommodations Galore#3. 1-5 Guests,126607,Laurine,Manhattan,Harlem,40.81526,-73.94791,Entire home/apt,165,3,80,26/05/2019,0.75,3,231,
45393,Greenwich Village Stylish Apartment,201297,Myrna,Manhattan,West Village,40.73423,-74.0046,Entire home/apt,150,26,38,20/04/2016,0.36,1,225,
45542,Clean And Cozy Harlem Apartment,202249,Campbell,Manhattan,Harlem,40.82374,-73.9373,Entire home/apt,100,2,18,17/12/2018,1.79,1,0,
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68863,-73.97691,Private room,65,2,206,30/06/2019,1.92,2,0,
45910,Beautiful Queens Brownstone! - 5Br,204539,Mark,Queens,Ridgewood,40.70382,-73.89797,Entire home/apt,350,8,10,12/05/2019,0.11,5,365,
45936,Couldn'T Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.80549,-73.95924,Private room,99,4,122,14/05/2019,1.18,2,233,
45940,Bright Spacious Luxury Condo,204724,Miyoung,Brooklyn,Williamsburg,40.71627,-73.9587,Entire home/apt,200,4,33,08/04/2019,0.58,1,1,
46544,Park Slope Haven 15 Mins From Soho,8198,Monica,Brooklyn,Park Slope,40.67994,-73.97863,Entire home/apt,150,5,52,05/06/2019,0.5,1,18,
46723,Safe  And Beautiful Accomodation,209460,Marylyn,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,Private room,90,3,126,19/05/2019,1.17,4,343,
46911,Large Room In Private Brownstone In Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.67868,-73.97307,Private room,120,3,51,24/06/2019,0.48,3,250,
47199,"New York City, 1 Bdrm.(Near Central Park & Metro)",212722,Teresa,Manhattan,Upper East Side,40.76834,-73.95334,Private room,75,3,199,24/06/2019,1.85,1,326,
47362,"Large, Comfy 1Bdr W/Character!!!",214148,Robert,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175,26,30,03/09/2012,0.29,1,364,
47370,Chelsea Studio Sublet 1 - 2 Months,214287,Alex,Manhattan,Chelsea,40.74031,-73.99999,Entire home/apt,125,3,3,17/07/2015,0.03,1,0,
47926,Lux Apt In Times Square New Building,218404,Claudia,Manhattan,Hell's Kitchen,40.76307,-73.99665,Entire home/apt,275,1,41,26/06/2019,0.38,1,299,
48719,Designer 1 Br Duplex W/ Terrace- Spectacular Views,221873,Shane,Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,299,2,109,15/06/2019,1.04,1,207,
50447,Lovely Apt & Garden;  Legal;  Best Area; Amenities,9744,Laurie,Brooklyn,South Slope,40.6693,-73.98804,Entire home/apt,135,5,151,22/06/2019,1.43,3,162,
51485,Lower East Side $57~/Night,236655,Erina,Manhattan,Lower East Side,40.72319,-73.99201,Private room,83,1,285,22/06/2019,2.69,1,7,
51572,Prime Location In Manhattan,237329,Lee,Manhattan,Chelsea,40.74859,-73.99671,Private room,123,1,375,18/06/2019,3.52,1,328,
51850,( F) Excellent/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67252,-73.76597,Private room,55,2,52,20/05/2019,0.49,2,365,
53137,"Quiet, Sunny Midtown Manhattan Apt.",240360,Marlaine,Manhattan,Hell's Kitchen,40.76244,-73.99271,Entire home/apt,195,5,10,01/07/2019,1.01,1,0,
53196,Big Room/Washer-Dryer/Wifi/Ac/Jmz,247432,Charlotte,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,Private room,80,2,11,13/11/2017,0.48,1,0,
53469,Cozy Studio With Parking Spot,204539,Mark,Queens,Middle Village,40.71722,-73.87856,Entire home/apt,98,30,33,09/05/2015,0.31,5,240,
53470,Clean And Convenient 2Br Apartment,204539,Mark,Queens,Ridgewood,40.70234,-73.89816,Private room,140,7,6,08/10/2015,0.06,5,365,
53477,3 Floors Of Luxury!,204539,Mark,Queens,Middle Village,40.71546,-73.87854,Entire home/apt,265,7,38,27/04/2019,0.38,5,365,
54158,The Instituteâ€”Heart Of Williamsburg,10889,Bob,Brooklyn,Williamsburg,40.7195,-73.95976,Entire home/apt,249,2,358,20/06/2019,3.44,2,164,
54453,Midtown West - Large Alcove Studio,255583,Anka,Manhattan,Hell's Kitchen,40.76548,-73.98474,Shared room,105,6,10,07/01/2014,0.09,1,363,
54508,Sml Rm In Pr Brst  Park Sl Great For Med/Students,210746,Kathleen R.,Brooklyn,Prospect Heights,40.6787,-73.97262,Private room,100,2,226,06/06/2019,2.12,3,250,
54544,City Room - Private Penthouse Apt.,256161,Wayne,Manhattan,Harlem,40.81035,-73.94598,Entire home/apt,121,1,104,22/06/2019,1,5,247,
54626,Cozy Bedroom By Yankee Stadium,190409,Waundell,Bronx,Highbridge,40.83075,-73.93058,Private room,45,1,138,30/06/2019,1.45,3,323,
54860,Great Apartment With Private Bathroom And Entrance,258164,Jenny,Manhattan,East Harlem,40.79958,-73.94275,Private room,100,5,204,23/06/2019,1.92,1,192,
55467,Private Garden Apt Â€¢ New Renovation,260709,Paul,Brooklyn,Williamsburg,40.71625,-73.93845,Entire home/apt,140,2,253,02/07/2019,3.04,1,125,
55498,Modern Comfort In Art Infused Landmark Brownstone,262138,Tami,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,Private room,71,2,23,01/07/2019,0.22,1,91,
55668,"Noho/East Village, Private 1/2 Bath",88209,Jason,Manhattan,NoHo,40.72773,-73.99134,Private room,130,2,115,05/12/2018,1.17,1,75,
55737,Sleek & Comfortable Soho Apt,263414,Pete,Manhattan,West Village,40.72861,-74.0049,Entire home/apt,199,5,129,19/05/2019,1.22,1,286,
55959,Spacious Williamsburg Share W/ Loft Bed,168525,Gus,Brooklyn,Williamsburg,40.70979,-73.95162,Private room,69,4,82,10/06/2019,1.13,2,60,
55982,Cozy 2 Br In Sunny Fort Greene Apt,264928,Sally,Brooklyn,Fort Greene,40.68656,-73.97525,Private room,68,3,37,31/12/2018,0.35,1,0,
56467,Cozy East Village Railroad 1 Bed!,267593,Leonardo,Manhattan,East Village,40.72752,-73.98432,Entire home/apt,130,1,204,01/07/2019,2.04,1,192,
56525,1 Bedroom Loft W/ Private Roof Deck,268014,Alex,Brooklyn,Greenpoint,40.729,-73.95829,Entire home/apt,195,2,69,13/06/2019,0.65,1,58,
56859,City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,40.81219,-73.94499,Private room,64,1,192,03/06/2019,1.84,5,245,
57166,Elegant Nyc Pad,272006,Vasili,Queens,Ditmars Steinway,40.77185,-73.90502,Entire home/apt,140,2,17,17/06/2019,0.16,1,292,
57297,"Clean & Bright 1Br In Cobble Hill, Great Location!",199392,S.M.,Brooklyn,Cobble Hill,40.68926,-73.99386,Entire home/apt,159,2,222,24/06/2019,2.12,1,279,
57468,"Modern, Large East Village Loft",239208,Ori,Manhattan,East Village,40.72821,-73.98701,Entire home/apt,189,3,205,23/06/2019,1.96,1,0,
57618,"Great New Apt, Close To Everything",274557,Ana,Manhattan,Hell's Kitchen,40.7672,-73.98508,Entire home/apt,250,3,94,09/06/2019,0.96,1,3,
57740,Quiet & Clean Retreat In The City,275459,I,Manhattan,East Village,40.73012,-73.99053,Entire home/apt,239,3,7,24/05/2019,0.07,1,351,
57754,Stylish Large Gramercy Loft!,275578,R,Manhattan,Flatiron District,40.7403,-73.98498,Entire home/apt,305,2,108,30/06/2019,1.09,1,201,
57874,The Brownstone-Luxury 1 Bd Apt/Nyc,276291,Simon,Manhattan,Harlem,40.80931,-73.94343,Entire home/apt,155,3,222,26/06/2019,2.1,2,232,
58059,Private Room On Historic Sugar Hill,277379,Agnes,Manhattan,Harlem,40.8251,-73.94287,Private room,60,1,458,03/07/2019,4.58,2,258,
58062,South Slope Green,277394,Linda,Brooklyn,Windsor Terrace,40.6585,-73.98397,Private room,135,2,21,17/05/2019,0.26,1,272,
58467,"17 Flr. Manhattan Views, Nr. Subway",279797,Dave,Manhattan,Roosevelt Island,40.76193,-73.9501,Private room,120,7,17,08/05/2019,0.3,1,341,
59014,"Spacious 1Br, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,150,3,41,02/01/2019,0.39,1,244,
59121,"Nice, Clean, Safe, Convenient 3Br",204539,Mark,Queens,Ridgewood,40.70411,-73.89934,Entire home/apt,140,14,1,17/09/2012,0.01,5,365,
59642,Franklin St Flat In Trendy Greenpoint Brooklyn,274782,Betty,Brooklyn,Greenpoint,40.73401,-73.95967,Entire home/apt,135,2,69,19/05/2019,0.67,1,12,
59709,"Artistic, Cozy, And Spacious W/ Patio! Sleeps 5",186084,Ricardo & Ashlie,Manhattan,Chinatown,40.71756,-73.99503,Entire home/apt,250,4,18,01/07/2019,0.18,2,265,
59855,One Bedroom Apt. In Nyc,288031,Leslie,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,250,30,82,05/01/2016,0.78,1,0,
60164,"Beautiful, Elegant 3 Bed Soho Loft",289653,Harrison,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,94,23/06/2019,0.99,1,329,
60457,Spacious Greenwich Village Apt,99212,Jessica,Manhattan,Greenwich Village,40.73194,-73.99474,Entire home/apt,225,5,10,11/05/2019,0.1,1,91,
60611,Spaha Studio Monthly Rental,292204,Blanca,Manhattan,East Harlem,40.79163,-73.94573,Entire home/apt,125,28,183,29/09/2018,1.83,2,365,
60666,City Room - Private Luxury Suite,256161,Wayne,Manhattan,Harlem,40.8118,-73.94434,Private room,92,1,189,11/06/2019,1.82,5,253,
60673,Private Room/Bath Luxurious Harlem,249372,Cynthia,Manhattan,Harlem,40.81583,-73.94707,Private room,175,2,1,07/10/2018,0.11,1,365,
60680,The Gem Of The East Village,292630,Mich,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,99,2,127,20/06/2019,1.22,1,320,
60794,"Bright And Spacious, Garden Below!",293394,Rachel,Manhattan,Upper West Side,40.80021,-73.96071,Entire home/apt,195,4,4,25/08/2017,0.04,1,0,
60948,Accommodations Galore #2,126607,Laurine,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,140,3,135,20/06/2019,1.3,3,192,
61167,Colorful Private One Bedroom Apt,295760,Greta,Manhattan,Little Italy,40.71961,-73.9954,Entire home/apt,135,2,21,12/12/2015,0.2,1,0,
61224,Huge Chelsea Loft,291112,Frank,Manhattan,Chelsea,40.74358,-74.00027,Entire home/apt,500,2,35,27/07/2017,0.34,1,348,
61406,Great Room In Great Location,297176,Bethania,Manhattan,Harlem,40.80335,-73.9575,Private room,80,14,10,01/06/2019,2.21,2,0,
61492,Exclusive Room With Private Bath In  Les,297769,Tunji,Manhattan,Chinatown,40.71445,-73.9908,Private room,120,4,171,23/06/2019,1.8,2,353,
61509,"Quiet, Clean Midtown Apt W. Elevato",23619,Anna/Fonzy,Manhattan,Midtown,40.75749,-73.96897,Entire home/apt,110,200,92,30/04/2019,0.9,1,140,
62095,Bk Sweet Suite W/Kitchen&Fullbath,281764,Colette&Sean,Brooklyn,East Flatbush,40.64446,-73.9503,Entire home/apt,65,3,238,14/06/2019,2.3,1,2,
62427,Great East Village Apartment Rental,303882,Brie,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,130,50,56,26/05/2019,0.58,1,56,
62430,Brownstone Sundrenched Beauty,197755,Sheila,Brooklyn,Bushwick,40.688,-73.9171,Entire home/apt,99,3,111,22/06/2019,2.13,1,68,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
